replicate_id,condition,iteration,candidate_index,is_seed,controller_file,controller_sha256,is_reported_champion
naive_1,naive_seed,8,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_08_candidate_04.jl,d90713f760f63aa4c1eb513235e8deeddde038a7ab96f4a28de3ce49bbd7493d,false
naive_1,naive_seed,9,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_09_candidate_01.jl,6e35064b6b2491dd0091ef1832d66a50aeb4653cbf4f733fb665b6de654e9de6,false
naive_1,naive_seed,9,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_09_candidate_02.jl,b0fd145a012b0623f37abe8b3c3ae479075c8a54adcce7d409eb97f5af4f391d,false
naive_1,naive_seed,9,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_09_candidate_03.jl,c0ed66e1b9adf2b63d1a2e8ce59f9219d3bc78328ce70bb93252d56422025177,false
naive_1,naive_seed,9,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_09_candidate_04.jl,d2a1f077fb8b1ded7a72e9f4072cb492e2926591cceb1b5784d41e83e94ab442,false
naive_1,naive_seed,10,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_10_candidate_01.jl,2e84738e1889f011ff14a5dc021d141e56af169bfad69ba605553eebc891a6aa,false
naive_1,naive_seed,10,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_10_candidate_02.jl,316d98856c3405028c6ee154c79d35e3e11d7d2c28d5d6cbf4b861ce796f0596,false
naive_1,naive_seed,10,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_10_candidate_03.jl,b0fd145a012b0623f37abe8b3c3ae479075c8a54adcce7d409eb97f5af4f391d,false
naive_1,naive_seed,10,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_10_candidate_04.jl,edb29d09a7ad694595b3616293882df611136f22c91a35fd42727d9141e133fb,false
naive_1,naive_seed,11,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_11_candidate_01.jl,44d3d15effc46413c82d2e4fffb8c9358191dd9057a664c347946b1a851abe56,false
naive_1,naive_seed,11,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_11_candidate_02.jl,7d9facd6fc3f575c47e56098eb17b04d1e4484c9d421e02805e716032bb95227,false
naive_1,naive_seed,11,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_11_candidate_03.jl,ddf6914e30a3103c8a73e942f9d298654316b33617afe19b162faa77103b04e4,false
naive_1,naive_seed,11,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_11_candidate_04.jl,f9bd8657932c4bfe880355aad018bf4aa3a6f344cd3d7f8cf6041f6e0c0f0acd,false
naive_1,naive_seed,12,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_12_candidate_01.jl,639f6cf6cc8cd1877e8183184fb4abd0e446468a520100e3355872b0a4d48947,false
naive_1,naive_seed,12,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_12_candidate_02.jl,70f5b12fe63122e34f6aaf323b1e658c41686f256347b0628acdf0ca6d1d1592,false
naive_1,naive_seed,12,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_12_candidate_03.jl,72efbb5f371e3e06d860a3dd9008193a3ce3eed9d01c5fce944fde83fa54bedf,false
naive_1,naive_seed,12,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_12_candidate_04.jl,ac8c12cd0b92d153473583830aace74f8e90f6e0174cce2e135012817cdbed95,false
naive_1,naive_seed,13,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_13_candidate_01.jl,4a309c80423e97c160b42bb61e34c8a610b353bb59800ae95dd0b42da006fda3,false
naive_1,naive_seed,13,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_13_candidate_02.jl,6c43253582301907fa2f9a87d0184c0bc200f3c1ccef578580e7704da6b40586,false
naive_1,naive_seed,13,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_13_candidate_03.jl,a9aaaf050cf036f821199927693874e3da8fdb62818b189aa4d6191e2cce52ce,false
naive_1,naive_seed,13,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_13_candidate_04.jl,c309ac60c703b88e47bf951b0d087b320a4efbbe176b8917665aead5af1ece5a,false
naive_1,naive_seed,14,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_14_candidate_01.jl,634a54f76b4274a7020d557104e1be1da447bd3414c4e659fcd9d5cdc4670164,false
naive_1,naive_seed,14,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_14_candidate_02.jl,72efbb5f371e3e06d860a3dd9008193a3ce3eed9d01c5fce944fde83fa54bedf,false
naive_1,naive_seed,14,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_14_candidate_03.jl,7a22e3b162e90eb54d9341d66cbefcd3f3b0d1f6830a5a99a9eca12581c50021,false
naive_1,naive_seed,14,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_14_candidate_04.jl,db74ecb5c59275e35024693b1ddeed3aefb7877e5ff46babcb67458606d7c62e,false
naive_1,naive_seed,15,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_15_candidate_01.jl,16c155e4d869cfbfa730321bc718783d295b0c371029060133bdaf56a04966c8,false
naive_1,naive_seed,15,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_15_candidate_02.jl,6d75bd064dca3a55e891efa6ae7791fe5e66f9892397f8dadde037cff95b2617,false
naive_1,naive_seed,15,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_15_candidate_03.jl,80b6c60fd515821e5e0b48c6dd4657aff73b798204db75a22fb53c3ee5106be9,false
naive_1,naive_seed,15,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_15_candidate_04.jl,bd1631a54020562f3d61918feb3a6fcd67a754831c1116cd99aa0a7e178b5e03,false
naive_1,naive_seed,16,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_16_candidate_01.jl,22aa5449e167ab92f755f9f1fff4b4a2e6d5d1a33b930753fe8884ed69254aac,false
naive_1,naive_seed,16,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_16_candidate_02.jl,594f5cbc74cfdec819bfb140d78f6ad308c1bf990262b38c50efce8f0dfb7cb0,false
naive_1,naive_seed,16,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_16_candidate_03.jl,efbfb815d5fece0ad7a881e28cdafdb80f139bddd98b6cea45763ddfa9090525,false
naive_1,naive_seed,16,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_16_candidate_04.jl,faba3acde7aeef088f37bd73807867bde8ab5a454e5a8369271a795e4ca9cca7,false
naive_1,naive_seed,17,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_17_candidate_01.jl,0eef1a2d930b6e448301bd90a24f23b1f49cf78ef6e4dce47163538aa34ae898,false
naive_1,naive_seed,17,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_17_candidate_02.jl,230bd624d2675e167e34197ed677b88f4fdc2e18117ed472d06f68db724deecb,false
naive_1,naive_seed,17,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_17_candidate_03.jl,4c514069437a934589496f33fea55e627b37cee025cabc2e17838df18137ea2c,false
naive_1,naive_seed,17,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_17_candidate_04.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,18,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_18_candidate_01.jl,217d81396e23c3e13fe2538527a192bad0ddcc60826345d504ac802f126d45a2,false
naive_1,naive_seed,18,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_18_candidate_02.jl,6f252f129d09f16a9aa08cf75f142bad3d9e5ada3e42ab05480fa3687c1b221a,false
naive_1,naive_seed,18,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_18_candidate_03.jl,ce38100dbd8186329342a0c1131d10af786a6a2a3fff702adc73011749973791,false
naive_1,naive_seed,18,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_18_candidate_04.jl,e03d50cf1fac7dfff03de7a7fbdc9350ffcf9eefab11776c98e7f6af6ebe3493,false
naive_1,naive_seed,19,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_19_candidate_01.jl,38f0427f1f011c010291de890e71943fc78f35f8f2f2fe3e67b5a063a0c5996f,false
naive_1,naive_seed,19,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_19_candidate_02.jl,565f18a631818760d78ab2a6c57c3957da7790971586d15baf438b99088c61b8,false
naive_1,naive_seed,19,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_19_candidate_03.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,19,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_19_candidate_04.jl,c1f033d16850f06352f5f895af572e88bfa90b5f509f11cefe072801658da06d,false
naive_1,naive_seed,20,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_20_candidate_01.jl,6f252f129d09f16a9aa08cf75f142bad3d9e5ada3e42ab05480fa3687c1b221a,false
naive_1,naive_seed,20,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_20_candidate_02.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,20,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_20_candidate_03.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,20,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_20_candidate_04.jl,c993f153632f9b6c34e58d292526baf095cdb2765e548c4ed5ffc17ee7fad5e5,false
naive_1,naive_seed,21,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_21_candidate_01.jl,19be134a4b0548584fd89083649c4ddb45bc418d504ee7d58aedb84cb85db147,false
naive_1,naive_seed,21,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_21_candidate_02.jl,3a19b49f6fe116298e5ad0e51ce95ed84abbcbb6772960b17564980a5017d80b,false
naive_1,naive_seed,21,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_21_candidate_03.jl,79f75ef7c0ecd6796940805c3e9fe2f1ea7f9f7a6b86fbee7054a59d15d02e8f,false
naive_1,naive_seed,21,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_21_candidate_04.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,22,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_22_candidate_01.jl,06c36404d4b32e2488305e458e0f8fdf857e2395db3c7365791df29adedf4bdb,false
naive_1,naive_seed,22,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_22_candidate_02.jl,30417527c683748deabc6ff9f3f7c9eeb9e44cfe008f9cfc7ec4c4759cff603f,false
naive_1,naive_seed,22,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_22_candidate_03.jl,73a85d31b30011cd1f5cd07e563ebb3bf874d4af09f754fa68b565946c960a47,false
naive_1,naive_seed,22,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_22_candidate_04.jl,9eef4c87b438446ba1eeebd85bbdaaf1bf4bd91a0074c350023955167ed5a4a8,false
naive_1,naive_seed,23,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_23_candidate_01.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,23,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_23_candidate_02.jl,bc8fd76346a7c6c6ff562fba61f8c09da587ff62f3356e95f710d1eb1fd7f2ec,false
naive_1,naive_seed,23,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_23_candidate_03.jl,ca9ab630d82a2c18619ad2cea70c6afb01dc67afd8f8673e6633092131c447a1,false
naive_1,naive_seed,23,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_23_candidate_04.jl,d469af17a5a23098d82902093dbc5dfad193f7beb4625c3de30cbf61f8d2253c,false
naive_1,naive_seed,24,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_24_candidate_01.jl,7ab8319ebee5cf7b7a559d0f05dfa8c346b25bc26e8c220f3393862b521d2b60,false
naive_1,naive_seed,24,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_24_candidate_02.jl,903d59ad75f23b0bec93e7ed07181915c72d1020480bdb11dd9f26029f2f1e5a,false
naive_1,naive_seed,24,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_24_candidate_03.jl,ca9ab630d82a2c18619ad2cea70c6afb01dc67afd8f8673e6633092131c447a1,false
naive_1,naive_seed,24,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_24_candidate_04.jl,d83fddbfbded48e153c646a4abda934133ac63d5b16960c22f3c80eac2b04f8a,false
naive_1,naive_seed,25,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_25_candidate_01.jl,0dbbce4c1fc391b3d5d9732f6905c65b13497b77b895d81bda4fce0f50bb5e6e,false
naive_1,naive_seed,25,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_25_candidate_02.jl,295b5c155d9a4ca3da0b5ef35b8c32c726094063b4010d35926a4e2e9bbe999c,false
naive_1,naive_seed,25,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_25_candidate_03.jl,583b0cee68cd768e2f4df7eb3f922c603b60ab567ebfa6da79da177d128d6941,false
naive_1,naive_seed,25,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_25_candidate_04.jl,7db7d1c6377320fc3f2f9bb650e31282bb7a7201edcb0bffa126ece870d6e3e0,false
naive_1,naive_seed,26,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_26_candidate_01.jl,63cf779a686ced392cc2d384c172844f59371c26795a2443b7750f55010ac38e,false
naive_1,naive_seed,26,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_26_candidate_02.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,26,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_26_candidate_03.jl,af60db1dcd0595937ab185109562922138f36c47db6521b864ed9aad5f06ccd9,false
naive_1,naive_seed,26,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_26_candidate_04.jl,b23def1d29e35cc789705bd79e88e05ab0c9a1533ceca403d22911919a5af727,false
naive_1,naive_seed,27,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_27_candidate_01.jl,51e3c4b2d725f9b0d3ba681bd4f392f72533ac6c7a7677290200626c98b5d35d,false
naive_1,naive_seed,27,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_27_candidate_02.jl,54fcc39e512813ee23882b53685772ac78dbff371e3cd9c1c1b08dc0c0c7afdf,false
naive_1,naive_seed,27,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_27_candidate_03.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,27,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_27_candidate_04.jl,903e60ec03a2053c8315283880c17150168819c3aae4a2fe5e007916072770e9,false
naive_1,naive_seed,28,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_28_candidate_01.jl,0ff9d9dd4b6a3af4cb4be298f47bba7612849f9a4ee6638cb541d746814fee03,false
naive_1,naive_seed,28,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_28_candidate_02.jl,ca9ab630d82a2c18619ad2cea70c6afb01dc67afd8f8673e6633092131c447a1,false
naive_1,naive_seed,28,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_28_candidate_03.jl,e0099027a8f8da4a800d8ff9e0dbae55d46ff6b49102ea61f8a24e4b168e71c2,false
naive_1,naive_seed,28,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_28_candidate_04.jl,f94eb0104d5111dd709dab2c47244b6be9c64e6677453109881db143d50d606e,false
naive_1,naive_seed,29,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_29_candidate_01.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,29,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_29_candidate_02.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,29,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_29_candidate_03.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,29,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_29_candidate_04.jl,f96a1ef85794fae57d065831ecc5560d6b0b38904ba110a1b4d95be560a12fb6,false
naive_1,naive_seed,30,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_30_candidate_01.jl,6b16c4f17df1563ca86d604fc82d3166a2acab352b5bc4d8b65effdead1e430b,false
naive_1,naive_seed,30,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_30_candidate_02.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,30,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_30_candidate_03.jl,99498dcd77925933d6aae1ca4dd4807c4003f6da99ed578a31aac397a304cf26,false
naive_1,naive_seed,30,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_30_candidate_04.jl,d363c8a7a90f4837dbfc72ce22f7072ccb23cc8ad8d1db39317bfd9134b80412,false
naive_1,naive_seed,31,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_31_candidate_01.jl,00f8d517cc85b63f6a55966fa63e226bb2829c29fee5e659bb1d99fecac90ae0,false
naive_1,naive_seed,31,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_31_candidate_02.jl,7877ae450452c9775ce54ab02866887899301185b8e21b3acf229f7f2b18ee63,false
naive_1,naive_seed,31,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_31_candidate_03.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,31,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_31_candidate_04.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,32,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_32_candidate_01.jl,4ce3d89bbafc7c6b18308397588d32429fb5efd0b44aa5b9bdb4656497df1d9b,false
naive_1,naive_seed,32,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_32_candidate_02.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,32,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_32_candidate_03.jl,d819b45db9dba1acb900896efc63209529783d9def82ab8c68f414d6cc26b172,false
naive_1,naive_seed,32,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_32_candidate_04.jl,e57ac846794dfabff51a7db78f5ce68a27db5cd8e6eb98dc0dd5124725bc67d5,false
naive_1,naive_seed,33,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_33_candidate_01.jl,2b86366e016fb6d49256233c24182e1d2c3a3de39dfa27108e8aa27fc1878316,false
naive_1,naive_seed,33,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_33_candidate_02.jl,4ce3d89bbafc7c6b18308397588d32429fb5efd0b44aa5b9bdb4656497df1d9b,false
naive_1,naive_seed,33,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_33_candidate_03.jl,8634990cd2bf2c66c5f2ee9ee225525a5f1315d82fce65daf92ab4eacb865ac7,false
naive_1,naive_seed,33,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_33_candidate_04.jl,f96173b3706ef9f4845b3bd3bfb74e12b1afd6042f022b3b0d11fd4042f2a6e4,false
naive_1,naive_seed,34,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_34_candidate_01.jl,2b86366e016fb6d49256233c24182e1d2c3a3de39dfa27108e8aa27fc1878316,false
naive_1,naive_seed,34,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_34_candidate_02.jl,54596e00360eee4a0867ed84d2ebaa016f6d6103c019b7ca9c2d7d450560e88b,false
naive_1,naive_seed,34,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_34_candidate_03.jl,69e91e5da2a6c4018ae365ad53bb305d31dc64950d9fcf21b6fc9809635b2ecf,false
naive_1,naive_seed,34,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_34_candidate_04.jl,a560ef27929b63c9fe34f411281d197eceb830b34082ac7dc4b95d58babf0b1f,false
naive_1,naive_seed,35,1,false,agent_logs/three_dimensional/naive_1/policies/iteration_35_candidate_01.jl,69e91e5da2a6c4018ae365ad53bb305d31dc64950d9fcf21b6fc9809635b2ecf,false
naive_1,naive_seed,35,2,false,agent_logs/three_dimensional/naive_1/policies/iteration_35_candidate_02.jl,7305446df2124a3712a51f0f154a1429eccc2a61694a2d94a8d079da16a71e71,false
naive_1,naive_seed,35,3,false,agent_logs/three_dimensional/naive_1/policies/iteration_35_candidate_03.jl,969516b2de1f28f2e0f6f43393cc6ddd1593dd45f5ea63446b98632473b4d5d9,false
naive_1,naive_seed,35,4,false,agent_logs/three_dimensional/naive_1/policies/iteration_35_candidate_04.jl,da64f16d483bb46f8edf47a2ec22ebeb501ef5d45040cf23c085d32141aec3aa,false
