replicate_id,iteration,observation_basis,best_value_source,current_round_source
naive_1,28,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,29,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,30,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,31,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,32,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,33,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,34,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,35,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,36,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,37,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,38,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,39,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_1,40,evaluation,raw_data/policy_scores/three_dimensional/naive_1/step_17_worker_1_solver_649d7e789a5a.json.gz,policy_scores
naive_2,0,evaluation,raw_data/policy_scores/three_dimensional/naive_2/seed.json.gz,policy_scores
naive_2,1,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_1_worker_3_solver_4b909c5b2efc.json.gz,policy_scores
naive_2,2,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_2_worker_2_solver_77089a0404da.json.gz,policy_scores
naive_2,3,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_3_worker_1_solver_a4eae6d626b3.json.gz,policy_scores
naive_2,4,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_4_worker_1_solver_77835bec7423.json.gz,policy_scores
naive_2,5,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_5_worker_4_solver_1fbf1e40b119.json.gz,policy_scores
naive_2,6,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_6_worker_1_solver_ec81137f627b.json.gz,policy_scores
naive_2,7,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_6_worker_1_solver_ec81137f627b.json.gz,policy_scores
naive_2,8,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_6_worker_1_solver_ec81137f627b.json.gz,policy_scores
naive_2,9,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_6_worker_1_solver_ec81137f627b.json.gz,policy_scores
naive_2,10,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_6_worker_1_solver_ec81137f627b.json.gz,policy_scores
naive_2,11,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_6_worker_1_solver_ec81137f627b.json.gz,policy_scores
naive_2,12,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_12_worker_1_solver_aa2570fe3d2e.json.gz,policy_scores
naive_2,13,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_12_worker_1_solver_aa2570fe3d2e.json.gz,policy_scores
naive_2,14,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_12_worker_1_solver_aa2570fe3d2e.json.gz,policy_scores
naive_2,15,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,16,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,17,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,18,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,19,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,20,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,21,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,22,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_15_worker_1_solver_d32fb3a02de7.json.gz,policy_scores
naive_2,23,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_23_worker_4_solver_64ab25982638.json.gz,policy_scores
naive_2,24,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_24_worker_4_solver_e0a2513d969f.json.gz,policy_scores
naive_2,25,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_24_worker_4_solver_e0a2513d969f.json.gz,policy_scores
naive_2,26,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_24_worker_4_solver_e0a2513d969f.json.gz,policy_scores
naive_2,27,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_24_worker_4_solver_e0a2513d969f.json.gz,policy_scores
naive_2,28,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_24_worker_4_solver_e0a2513d969f.json.gz,policy_scores
naive_2,29,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_29_worker_1_solver_f792c48d0852.json.gz,policy_scores
naive_2,30,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_29_worker_1_solver_f792c48d0852.json.gz,policy_scores
naive_2,31,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,32,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,33,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,34,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,35,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,36,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,37,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,38,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,39,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_2,40,evaluation,raw_data/policy_scores/three_dimensional/naive_2/step_31_worker_4_solver_e749afa61520.json.gz,policy_scores
naive_3,0,evaluation,raw_data/policy_scores/three_dimensional/naive_3/seed.json.gz,policy_scores
naive_3,1,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_1_worker_1_solver_6f1e6108928b.json.gz,policy_scores
naive_3,2,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,3,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,4,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,5,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,6,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,7,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,8,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,9,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,10,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_2_worker_2_solver_2e1178a92e4c.json.gz,policy_scores
naive_3,11,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_11_worker_1_solver_fe524b5f52e2.json.gz,policy_scores
naive_3,12,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_12_worker_3_solver_563a0d75514e.json.gz,policy_scores
naive_3,13,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_12_worker_3_solver_563a0d75514e.json.gz,policy_scores
naive_3,14,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_12_worker_3_solver_563a0d75514e.json.gz,policy_scores
naive_3,15,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_12_worker_3_solver_563a0d75514e.json.gz,policy_scores
naive_3,16,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_12_worker_3_solver_563a0d75514e.json.gz,policy_scores
naive_3,17,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_12_worker_3_solver_563a0d75514e.json.gz,policy_scores
naive_3,18,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_18_worker_2_solver_e0a3b33f1347.json.gz,policy_scores
naive_3,19,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_19_worker_4_solver_0620d96874f3.json.gz,policy_scores
naive_3,20,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_19_worker_4_solver_0620d96874f3.json.gz,policy_scores
naive_3,21,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_19_worker_4_solver_0620d96874f3.json.gz,policy_scores
naive_3,22,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_19_worker_4_solver_0620d96874f3.json.gz,policy_scores
naive_3,23,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_23_worker_1_solver_101212af2a5e.json.gz,policy_scores
naive_3,24,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_24_worker_3_solver_2c7a9d1d6ee7.json.gz,policy_scores
naive_3,25,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_25_worker_4_solver_951085a20092.json.gz,policy_scores
naive_3,26,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_25_worker_4_solver_951085a20092.json.gz,policy_scores
naive_3,27,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_27_worker_4_solver_123b18cedff4.json.gz,policy_scores
naive_3,28,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_27_worker_4_solver_123b18cedff4.json.gz,policy_scores
naive_3,29,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_29_worker_3_solver_ba444c755721.json.gz,policy_scores
naive_3,30,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_30_worker_3_solver_4315960955af.json.gz,policy_scores
naive_3,31,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,32,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,33,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,34,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,35,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,36,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,37,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,38,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,39,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
naive_3,40,evaluation,raw_data/policy_scores/three_dimensional/naive_3/step_31_worker_1_solver_a6820a0af3d7.json.gz,policy_scores
transfer_1,0,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/seed.json.gz,policy_scores
transfer_1,1,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_1_worker_3_solver_6c46616730e6.json.gz,policy_scores
transfer_1,2,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_2_worker_3_solver_5c5f9d80447b.json.gz,policy_scores
transfer_1,3,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_2_worker_3_solver_5c5f9d80447b.json.gz,policy_scores
transfer_1,4,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_2_worker_3_solver_5c5f9d80447b.json.gz,policy_scores
transfer_1,5,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_2_worker_3_solver_5c5f9d80447b.json.gz,policy_scores
transfer_1,6,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_2_worker_3_solver_5c5f9d80447b.json.gz,policy_scores
transfer_1,7,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_2_worker_3_solver_5c5f9d80447b.json.gz,policy_scores
transfer_1,8,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_8_worker_4_solver_29faa601686c.json.gz,policy_scores
transfer_1,9,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_8_worker_4_solver_29faa601686c.json.gz,policy_scores
transfer_1,10,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_8_worker_4_solver_29faa601686c.json.gz,policy_scores
transfer_1,11,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_8_worker_4_solver_29faa601686c.json.gz,policy_scores
transfer_1,12,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_12_worker_3_solver_5fd3c75ceead.json.gz,policy_scores
transfer_1,13,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,14,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,15,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,16,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,17,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,18,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,19,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,20,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,21,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,22,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,23,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,24,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,25,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,26,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,27,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,28,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,29,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,30,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,31,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,32,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,33,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_13_worker_4_solver_6b0e320e2f55.json.gz,policy_scores
transfer_1,34,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_34_worker_2_solver_ac993a461b7c.json.gz,policy_scores
transfer_1,35,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_34_worker_2_solver_ac993a461b7c.json.gz,policy_scores
transfer_1,36,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_34_worker_2_solver_ac993a461b7c.json.gz,policy_scores
transfer_1,37,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_34_worker_2_solver_ac993a461b7c.json.gz,policy_scores
transfer_1,38,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_34_worker_2_solver_ac993a461b7c.json.gz,policy_scores
transfer_1,39,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_34_worker_2_solver_ac993a461b7c.json.gz,policy_scores
transfer_1,40,evaluation,raw_data/policy_scores/three_dimensional/transfer_1/step_34_worker_2_solver_ac993a461b7c.json.gz,policy_scores
transfer_2,0,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/seed.json.gz,policy_scores
transfer_2,1,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_1_worker_2_solver_b6bb94d9cdaf.json.gz,policy_scores
transfer_2,2,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_1_worker_2_solver_b6bb94d9cdaf.json.gz,policy_scores
transfer_2,3,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_1_worker_2_solver_b6bb94d9cdaf.json.gz,policy_scores
transfer_2,4,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_1_worker_2_solver_b6bb94d9cdaf.json.gz,policy_scores
transfer_2,5,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_1_worker_2_solver_b6bb94d9cdaf.json.gz,policy_scores
transfer_2,6,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_1_worker_2_solver_b6bb94d9cdaf.json.gz,policy_scores
transfer_2,7,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_7_worker_2_solver_28bd83fceb82.json.gz,policy_scores
transfer_2,8,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_8_worker_3_solver_5f0cc55f5f2e.json.gz,policy_scores
transfer_2,9,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_9_worker_1_solver_1b6df3d71b19.json.gz,policy_scores
transfer_2,10,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_9_worker_1_solver_1b6df3d71b19.json.gz,policy_scores
transfer_2,11,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_9_worker_1_solver_1b6df3d71b19.json.gz,policy_scores
transfer_2,12,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_12_worker_4_solver_adcfc39272eb.json.gz,policy_scores
transfer_2,13,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_13_worker_3_solver_12a0e2e3745e.json.gz,policy_scores
transfer_2,14,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_13_worker_3_solver_12a0e2e3745e.json.gz,policy_scores
transfer_2,15,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_15_worker_4_solver_7ac67a265211.json.gz,policy_scores
transfer_2,16,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_16_worker_4_solver_1af6c62469a7.json.gz,policy_scores
transfer_2,17,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_16_worker_4_solver_1af6c62469a7.json.gz,policy_scores
transfer_2,18,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_16_worker_4_solver_1af6c62469a7.json.gz,policy_scores
transfer_2,19,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_19_worker_2_solver_2dfe05597921.json.gz,policy_scores
transfer_2,20,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_20_worker_3_solver_a47435301f18.json.gz,policy_scores
transfer_2,21,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_21_worker_2_solver_bf9554cfba28.json.gz,policy_scores
transfer_2,22,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_21_worker_2_solver_bf9554cfba28.json.gz,policy_scores
transfer_2,23,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_21_worker_2_solver_bf9554cfba28.json.gz,policy_scores
transfer_2,24,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_24_worker_4_solver_435f3fac7d39.json.gz,policy_scores
transfer_2,25,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_25_worker_3_solver_f7169bba556d.json.gz,policy_scores
transfer_2,26,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_26_worker_2_solver_4ba229efefc5.json.gz,policy_scores
transfer_2,27,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_27_worker_2_solver_3fdd63b3fbda.json.gz,policy_scores
transfer_2,28,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_27_worker_2_solver_3fdd63b3fbda.json.gz,policy_scores
transfer_2,29,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_27_worker_2_solver_3fdd63b3fbda.json.gz,policy_scores
transfer_2,30,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_30_worker_4_solver_0e3ccca5bc77.json.gz,policy_scores
transfer_2,31,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_31_worker_3_solver_1d05d22ea1fe.json.gz,policy_scores
transfer_2,32,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_31_worker_3_solver_1d05d22ea1fe.json.gz,policy_scores
transfer_2,33,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_31_worker_3_solver_1d05d22ea1fe.json.gz,policy_scores
transfer_2,34,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_31_worker_3_solver_1d05d22ea1fe.json.gz,policy_scores
transfer_2,35,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_31_worker_3_solver_1d05d22ea1fe.json.gz,policy_scores
transfer_2,36,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_36_worker_3_solver_674e84ea2575.json.gz,policy_scores
transfer_2,37,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_37_worker_1_solver_6dada5e7a98a.json.gz,policy_scores
transfer_2,38,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_38_worker_4_solver_7e57bdc922eb.json.gz,policy_scores
transfer_2,39,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_39_worker_2_solver_cd24c4de2d66.json.gz,policy_scores
transfer_2,40,evaluation,raw_data/policy_scores/three_dimensional/transfer_2/step_39_worker_2_solver_cd24c4de2d66.json.gz,policy_scores
transfer_3,0,evaluation,raw_data/policy_scores/three_dimensional/transfer_3/seed.json.gz,policy_scores
